transaction_id,timestamp,account_id,amount_inr,device_age_hours,billing_country,ip_country,account_tx_count_10min,is_fraud
tx_00457,2026-08-04T23:56:00,acct_0095,2771.59,1853.7,US,US,1,0
tx_00461,2026-08-05T02:17:00,acct_0138,4072.19,2735.3,DE,DE,5,0
tx_00212,2026-08-05T02:21:00,acct_0031,1235.05,1.3,US,US,1,0
tx_00230,2026-08-05T04:54:00,acct_0106,339950.16,2351.1,DE,DE,1,0
tx_00418,2026-08-05T05:17:00,acct_0051,3377.58,922.5,BR,BR,1,0
tx_00102,2026-08-05T06:38:00,acct_0085,1825.31,3.1,BR,BR,1,1
tx_00504,2026-08-05T07:45:00,acct_0124,428.85,9.5,US,US,1,0
tx_00223,2026-08-05T08:29:00,acct_0117,2980.34,685.7,IN,NG,1,0
tx_00410,2026-08-05T10:35:00,acct_0067,821.08,1779.1,NG,NG,1,0
tx_00175,2026-08-05T15:30:00,acct_0132,3919.9,2199.1,AE,AE,1,0
tx_00329,2026-08-05T16:23:00,acct_0035,9390.97,2443.5,SG,AE,1,1
tx_00415,2026-08-05T16:37:00,acct_0102,343803.29,2581.4,AE,AE,1,0
tx_00493,2026-08-05T18:43:00,acct_0021,246131.24,2376.7,NG,NG,1,0
tx_00059,2026-08-05T19:32:00,acct_0002,16471.12,3.8,NG,NG,1,0
tx_00261,2026-08-05T19:33:00,acct_0083,41960.87,1556.2,US,US,1,0
tx_00168,2026-08-05T21:07:00,acct_0011,2573.02,3287.6,IN,IN,1,0
tx_00559,2026-08-05T21:11:00,acct_0130,4425.19,2913.7,US,US,1,0
tx_00022,2026-08-06T03:15:00,acct_0017,13169.81,5.9,SG,SG,1,0
tx_00349,2026-08-06T03:18:00,acct_0020,3538.28,921.4,SG,SG,1,1
tx_00588,2026-08-06T06:54:00,acct_0126,28359.62,3726.5,DE,NG,5,1
tx_00532,2026-08-06T07:45:00,acct_0096,49586.57,3106.8,NG,NG,5,0
tx_00100,2026-08-06T07:46:00,acct_0113,2524.98,17.1,DE,DE,1,0
tx_00512,2026-08-06T07:50:00,acct_0027,2861.18,172.3,DE,DE,1,0
tx_00441,2026-08-06T08:07:00,acct_0028,3311.75,2609.3,GB,GB,1,0
tx_00381,2026-08-06T09:19:00,acct_0131,12101.42,3528.2,IN,IN,1,0
tx_00177,2026-08-06T14:02:00,acct_0066,21008.31,2121.6,DE,SG,5,1
tx_00155,2026-08-06T14:07:00,acct_0033,2924.87,3414.5,BR,NG,1,1
tx_00301,2026-08-06T14:38:00,acct_0093,4790.71,5.3,BR,BR,1,1
tx_00316,2026-08-06T15:56:00,acct_0081,1530.04,1943.8,DE,DE,1,0
tx_00288,2026-08-06T19:20:00,acct_0094,3156.72,6.0,GB,GB,1,1
tx_00476,2026-08-06T20:08:00,acct_0095,3125.03,1677.2,BR,BR,1,0
tx_00352,2026-08-06T20:33:00,acct_0129,3896.24,23.6,SG,SG,1,0
tx_00191,2026-08-07T00:01:00,acct_0071,392679.83,442.4,NG,NG,1,0
tx_00247,2026-08-07T00:40:00,acct_0071,41944.07,3028.3,SG,SG,1,0
tx_00056,2026-08-07T01:11:00,acct_0060,1610.83,2712.1,US,US,1,0
tx_00163,2026-08-07T01:22:00,acct_0114,1355.7,1231.1,GB,GB,1,0
tx_00429,2026-08-07T06:00:00,acct_0070,616.22,1.3,GB,GB,1,1
tx_00169,2026-08-07T07:03:00,acct_0042,21762.02,2.7,DE,DE,1,1
tx_00503,2026-08-07T07:22:00,acct_0030,2390.26,903.9,GB,GB,1,1
tx_00589,2026-08-07T07:27:00,acct_0046,621.98,1297.8,NG,US,1,1
tx_00134,2026-08-07T08:16:00,acct_0058,44808.9,3990.1,IN,IN,1,0
tx_00183,2026-08-07T10:09:00,acct_0061,2843.55,3064.7,AE,AE,1,0
tx_00382,2026-08-07T11:53:00,acct_0053,2695.3,3.9,DE,DE,2,1
tx_00149,2026-08-07T13:12:00,acct_0083,7836.01,717.5,US,US,5,0
tx_00125,2026-08-07T13:40:00,acct_0076,3989.91,3237.4,GB,GB,8,0
tx_00239,2026-08-07T13:51:00,acct_0070,3279.18,2055.6,GB,GB,1,0
tx_00109,2026-08-07T14:09:00,acct_0094,4472.03,2532.3,DE,DE,3,0
tx_00575,2026-08-07T14:10:00,acct_0035,190249.69,3.5,SG,SG,1,0
tx_00063,2026-08-07T15:20:00,acct_0044,4063.11,2.1,BR,BR,1,0
tx_00368,2026-08-07T17:13:00,acct_0132,2312.13,748.3,IN,GB,1,0
tx_00199,2026-08-07T17:35:00,acct_0139,348611.86,3973.9,DE,DE,1,0
tx_00322,2026-08-07T18:16:00,acct_0023,3221.92,3004.3,BR,BR,1,0
tx_00516,2026-08-07T19:01:00,acct_0085,3886.82,3589.6,AE,AE,1,0
tx_00023,2026-08-07T19:08:00,acct_0104,1080.05,2002.7,SG,BR,1,0
tx_00434,2026-08-07T19:25:00,acct_0087,3803.59,2906.2,US,US,1,0
tx_00305,2026-08-07T20:25:00,acct_0044,2787.79,2640.2,SG,SG,1,0
tx_00546,2026-08-07T20:35:00,acct_0022,1532.82,1165.8,IN,IN,1,0
tx_00197,2026-08-07T20:42:00,acct_0078,3282.38,3017.2,BR,GB,1,1
tx_00000,2026-08-07T20:46:00,acct_0083,1230.55,2.4,IN,IN,1,0
tx_00235,2026-08-07T20:49:00,acct_0086,44429.38,3564.7,BR,BR,1,0
tx_00057,2026-08-07T23:28:00,acct_0061,15412.14,1.7,SG,SG,1,0
tx_00551,2026-08-08T01:46:00,acct_0131,51285.95,30.7,AE,AE,1,0
tx_00065,2026-08-08T02:55:00,acct_0133,4243.93,1024.4,AE,NG,1,0
tx_00525,2026-08-08T03:57:00,acct_0133,29638.79,1509.5,GB,GB,1,0
tx_00456,2026-08-08T04:28:00,acct_0130,2355.56,661.7,NG,NG,1,0
tx_00566,2026-08-08T06:20:00,acct_0082,1735.94,3333.9,US,US,1,0
tx_00021,2026-08-08T08:21:00,acct_0058,3666.32,1643.9,NG,NG,7,0
tx_00266,2026-08-08T09:05:00,acct_0025,1398.79,2632.7,NG,NG,1,0
tx_00241,2026-08-08T09:06:00,acct_0016,3929.98,2740.9,SG,SG,1,0
tx_00475,2026-08-08T09:18:00,acct_0122,208523.41,670.5,DE,DE,1,0
tx_00383,2026-08-08T09:21:00,acct_0140,36716.28,317.3,IN,IN,1,0
tx_00333,2026-08-08T10:54:00,acct_0043,264502.05,15.4,SG,SG,1,0
tx_00225,2026-08-08T11:09:00,acct_0063,10720.1,1060.6,SG,SG,1,1
tx_00089,2026-08-08T11:47:00,acct_0027,2287.63,1566.5,SG,SG,1,0
tx_00274,2026-08-08T13:07:00,acct_0064,134306.29,22.0,AE,AE,1,1
tx_00245,2026-08-08T13:13:00,acct_0079,4713.7,2553.2,BR,BR,1,0
tx_00533,2026-08-08T13:39:00,acct_0117,3174.16,560.2,SG,SG,1,0
tx_00006,2026-08-08T13:42:00,acct_0021,4935.04,3539.1,SG,SG,1,0
tx_00011,2026-08-08T14:27:00,acct_0094,3984.32,2188.3,AE,AE,1,0
tx_00335,2026-08-08T15:13:00,acct_0104,106744.84,1903.7,NG,AE,1,0
tx_00165,2026-08-08T15:36:00,acct_0075,38254.91,1899.6,DE,NG,1,0
tx_00167,2026-08-08T16:00:00,acct_0135,19407.0,1274.5,BR,BR,1,0
tx_00084,2026-08-08T18:05:00,acct_0074,338868.96,1187.5,IN,SG,1,1
tx_00119,2026-08-08T20:00:00,acct_0057,40386.8,1439.1,IN,IN,1,0
tx_00207,2026-08-08T22:36:00,acct_0123,41070.06,2736.1,AE,AE,6,0
tx_00014,2026-08-09T02:59:00,acct_0123,105599.62,390.8,BR,BR,9,1
tx_00126,2026-08-09T04:44:00,acct_0036,3708.08,742.1,US,US,1,0
tx_00531,2026-08-09T07:48:00,acct_0063,24290.0,2997.1,US,US,1,0
tx_00060,2026-08-09T10:13:00,acct_0096,4020.05,172.4,DE,IN,1,1
tx_00028,2026-08-09T10:27:00,acct_0118,4835.2,1088.3,NG,NG,1,0
tx_00097,2026-08-09T11:02:00,acct_0110,79897.53,3205.3,SG,SG,1,0
tx_00400,2026-08-09T13:25:00,acct_0086,477.74,1809.1,GB,GB,1,0
tx_00375,2026-08-09T14:32:00,acct_0112,4359.48,728.9,NG,NG,1,0
tx_00272,2026-08-09T15:28:00,acct_0003,83985.81,3140.2,SG,SG,1,0
tx_00252,2026-08-09T16:20:00,acct_0117,39984.37,1640.2,AE,NG,1,0
tx_00591,2026-08-09T16:59:00,acct_0066,1710.55,3784.7,AE,AE,1,0
tx_00452,2026-08-09T18:28:00,acct_0111,1665.37,3025.3,IN,IN,1,0
tx_00376,2026-08-09T18:56:00,acct_0138,4469.77,2.6,AE,AE,1,0
tx_00529,2026-08-09T19:12:00,acct_0090,92147.29,2722.0,SG,SG,1,0
tx_00371,2026-08-09T22:51:00,acct_0117,1666.95,1118.0,AE,AE,1,0
tx_00491,2026-08-09T23:28:00,acct_0072,28861.18,30.1,BR,BR,1,0
tx_00585,2026-08-09T23:43:00,acct_0092,3536.22,1370.2,BR,BR,4,0
tx_00453,2026-08-10T01:13:00,acct_0026,1507.87,2440.4,NG,NG,1,0
tx_00120,2026-08-10T01:18:00,acct_0002,1984.1,2385.5,US,US,1,0
tx_00048,2026-08-10T02:54:00,acct_0127,3193.27,40.4,SG,SG,1,0
tx_00221,2026-08-10T03:00:00,acct_0024,317776.55,2410.4,US,US,1,0
tx_00127,2026-08-10T04:57:00,acct_0079,273713.34,2101.3,IN,IN,1,0
tx_00584,2026-08-10T08:23:00,acct_0080,909.01,2564.2,BR,BR,1,0
tx_00330,2026-08-10T08:40:00,acct_0095,4345.21,3991.7,SG,SG,1,0
tx_00338,2026-08-10T08:45:00,acct_0019,49645.31,33.8,US,US,2,1
tx_00378,2026-08-10T08:49:00,acct_0064,1271.25,389.0,SG,AE,1,1
tx_00433,2026-08-10T10:18:00,acct_0102,2612.6,3866.9,AE,AE,1,0
tx_00196,2026-08-10T13:10:00,acct_0014,4347.04,230.5,DE,DE,1,1
tx_00524,2026-08-10T14:50:00,acct_0084,225134.48,2607.6,US,US,5,0
tx_00334,2026-08-10T15:49:00,acct_0114,386699.09,3231.7,BR,BR,1,0
tx_00564,2026-08-10T17:23:00,acct_0133,2639.79,2671.6,GB,GB,1,0
tx_00414,2026-08-10T17:54:00,acct_0031,3188.03,789.5,DE,DE,1,0
tx_00312,2026-08-10T18:57:00,acct_0129,2234.48,45.2,DE,DE,1,0
tx_00332,2026-08-10T19:17:00,acct_0009,48054.98,2888.3,NG,NG,1,0
tx_00549,2026-08-10T20:59:00,acct_0044,42226.41,822.9,NG,GB,1,1
tx_00310,2026-08-10T23:12:00,acct_0015,18579.37,45.6,US,US,1,0
tx_00577,2026-08-10T23:49:00,acct_0046,2248.9,1433.8,GB,GB,4,0
tx_00365,2026-08-10T23:58:00,acct_0097,2799.56,5.3,DE,DE,1,0
tx_00402,2026-08-11T01:57:00,acct_0052,2551.43,2.0,BR,BR,1,0
tx_00466,2026-08-11T02:04:00,acct_0062,35319.52,1634.0,IN,IN,1,0
tx_00598,2026-08-11T02:14:00,acct_0135,19286.99,2179.0,NG,NG,4,0
tx_00298,2026-08-11T02:21:00,acct_0132,3942.82,3755.2,NG,NG,1,0
tx_00364,2026-08-11T02:45:00,acct_0093,1440.17,2666.1,DE,DE,1,1
tx_00347,2026-08-11T03:07:00,acct_0085,1121.14,0.2,US,NG,1,1
tx_00499,2026-08-11T03:11:00,acct_0060,49575.39,2983.2,AE,AE,1,0
tx_00522,2026-08-11T03:34:00,acct_0067,2669.38,137.4,NG,NG,1,0
tx_00521,2026-08-11T03:36:00,acct_0139,2817.43,1.5,SG,SG,1,0
tx_00095,2026-08-11T05:08:00,acct_0028,46823.85,3816.6,BR,BR,1,0
tx_00501,2026-08-11T05:12:00,acct_0039,43738.79,474.1,AE,AE,4,0
tx_00174,2026-08-11T07:27:00,acct_0118,3461.57,2955.0,US,US,1,0
tx_00073,2026-08-11T08:13:00,acct_0126,15091.65,263.0,SG,SG,1,0
tx_00355,2026-08-11T10:27:00,acct_0079,17143.64,2892.1,GB,GB,1,0
tx_00424,2026-08-11T13:44:00,acct_0128,182508.6,871.8,DE,DE,2,0
tx_00354,2026-08-11T15:22:00,acct_0054,1509.4,2952.9,NG,NG,1,0
tx_00583,2026-08-11T15:58:00,acct_0032,340402.04,734.0,NG,NG,1,1
tx_00562,2026-08-11T18:35:00,acct_0127,10695.96,3.9,IN,IN,1,0
tx_00486,2026-08-11T21:08:00,acct_0102,4819.54,3465.8,GB,GB,1,0
tx_00202,2026-08-11T22:58:00,acct_0097,36238.52,391.1,IN,IN,1,0
tx_00295,2026-08-11T23:09:00,acct_0118,28075.68,2110.3,IN,BR,1,1
tx_00437,2026-08-12T01:32:00,acct_0054,45408.81,2675.3,GB,GB,1,0
tx_00184,2026-08-12T01:52:00,acct_0095,39755.65,47.9,DE,DE,1,0
tx_00360,2026-08-12T02:02:00,acct_0109,3925.62,2552.3,SG,SG,1,0
tx_00123,2026-08-12T05:31:00,acct_0106,724.34,3366.0,GB,GB,1,0
tx_00029,2026-08-12T07:04:00,acct_0052,2091.1,3.0,BR,BR,1,1
tx_00553,2026-08-12T07:13:00,acct_0066,3727.63,818.6,NG,NG,1,0
tx_00561,2026-08-12T08:40:00,acct_0018,46543.95,2421.8,GB,GB,1,0
tx_00556,2026-08-12T08:44:00,acct_0020,4530.56,3158.4,NG,NG,1,0
tx_00092,2026-08-12T09:07:00,acct_0041,341155.0,125.7,GB,GB,1,0
tx_00130,2026-08-12T09:34:00,acct_0080,4219.19,124.9,AE,AE,1,0
tx_00472,2026-08-12T10:00:00,acct_0122,7584.45,29.5,IN,IN,1,0
tx_00071,2026-08-12T11:17:00,acct_0027,1970.93,1606.1,SG,SG,1,0
tx_00396,2026-08-12T12:19:00,acct_0104,180282.8,1873.9,US,US,1,0
tx_00572,2026-08-12T13:10:00,acct_0051,23773.91,0.3,NG,NG,1,0
tx_00374,2026-08-12T13:21:00,acct_0078,83472.82,2231.6,GB,GB,1,0
tx_00594,2026-08-12T14:01:00,acct_0112,14690.99,1460.6,BR,BR,1,0
tx_00320,2026-08-12T14:02:00,acct_0086,522.53,3154.1,NG,NG,1,0
tx_00428,2026-08-12T14:26:00,acct_0088,1152.62,46.8,AE,AE,1,0
tx_00296,2026-08-12T20:50:00,acct_0080,2709.96,1877.5,SG,SG,1,0
tx_00117,2026-08-12T21:44:00,acct_0055,381.78,431.8,GB,GB,7,0
tx_00448,2026-08-12T22:10:00,acct_0076,19951.05,2451.4,DE,DE,1,0
tx_00032,2026-08-13T00:07:00,acct_0126,517.04,3005.1,US,US,1,0
tx_00495,2026-08-13T00:13:00,acct_0112,324.25,4.3,DE,DE,1,1
tx_00200,2026-08-13T01:03:00,acct_0004,1763.42,1.6,NG,NG,1,0
tx_00010,2026-08-13T01:11:00,acct_0088,234838.3,35.1,NG,NG,1,0
tx_00128,2026-08-13T02:49:00,acct_0035,376241.62,1.5,NG,NG,7,0
tx_00088,2026-08-13T04:09:00,acct_0050,3671.17,35.5,GB,GB,1,0
tx_00515,2026-08-13T05:26:00,acct_0023,4691.69,40.0,NG,IN,1,0
tx_00140,2026-08-13T05:28:00,acct_0122,189122.7,35.8,US,DE,1,1
tx_00179,2026-08-13T05:30:00,acct_0138,6595.65,6.6,DE,DE,1,0
tx_00111,2026-08-13T09:04:00,acct_0116,5697.53,4.7,NG,NG,1,1
tx_00113,2026-08-13T11:06:00,acct_0038,608.31,2213.1,DE,DE,1,0
tx_00208,2026-08-13T11:55:00,acct_0140,24041.55,1096.9,DE,DE,1,0
tx_00328,2026-08-13T12:29:00,acct_0126,30799.74,1992.5,IN,IN,1,1
tx_00038,2026-08-13T12:32:00,acct_0110,1475.49,252.0,GB,GB,1,0
tx_00053,2026-08-13T13:03:00,acct_0082,37200.7,2401.7,US,GB,1,0
tx_00523,2026-08-13T13:40:00,acct_0094,22502.21,2893.8,AE,BR,1,0
tx_00157,2026-08-13T14:02:00,acct_0034,3556.39,3207.2,BR,NG,1,1
tx_00243,2026-08-13T16:38:00,acct_0039,1941.16,2256.2,US,US,1,0
tx_00036,2026-08-13T17:21:00,acct_0131,963.51,962.4,DE,DE,1,0
tx_00560,2026-08-13T20:10:00,acct_0114,21211.93,2563.4,IN,IN,1,0
tx_00085,2026-08-13T21:54:00,acct_0041,4957.35,45.4,US,US,1,0
tx_00363,2026-08-13T22:11:00,acct_0071,19740.41,2880.0,NG,NG,1,0
tx_00269,2026-08-13T22:32:00,acct_0043,3167.76,4.5,AE,AE,3,1
tx_00005,2026-08-13T22:51:00,acct_0115,762.06,1419.4,NG,NG,1,0
tx_00599,2026-08-14T00:30:00,acct_0070,3706.42,1910.0,AE,AE,1,0
tx_00356,2026-08-14T03:11:00,acct_0113,491.2,19.2,GB,GB,1,0
tx_00406,2026-08-14T04:13:00,acct_0012,1372.85,1314.2,IN,IN,1,0
tx_00451,2026-08-14T06:02:00,acct_0064,4447.64,2724.1,IN,IN,1,0
tx_00078,2026-08-14T10:53:00,acct_0068,4542.57,905.6,IN,IN,1,0
tx_00154,2026-08-14T12:40:00,acct_0054,204121.37,946.2,GB,GB,1,0
tx_00040,2026-08-14T13:14:00,acct_0073,2875.14,2627.9,AE,AE,1,0
tx_00494,2026-08-14T14:44:00,acct_0012,38106.33,2294.7,AE,AE,1,0
tx_00104,2026-08-14T14:49:00,acct_0082,4450.89,394.1,BR,BR,5,0
tx_00384,2026-08-14T15:47:00,acct_0119,1744.5,469.8,BR,BR,1,0
tx_00405,2026-08-14T23:14:00,acct_0085,4437.23,2287.7,IN,IN,1,0
tx_00061,2026-08-14T23:58:00,acct_0073,4348.38,2993.6,BR,BR,1,1
tx_00390,2026-08-15T00:29:00,acct_0075,16573.37,3575.5,AE,AE,1,0
tx_00342,2026-08-15T01:49:00,acct_0041,1333.65,2263.0,IN,IN,1,0
tx_00025,2026-08-15T04:46:00,acct_0052,4057.66,861.6,GB,GB,1,0
tx_00394,2026-08-15T05:18:00,acct_0086,947.22,47.3,GB,GB,1,0
tx_00339,2026-08-15T05:52:00,acct_0072,4943.26,2084.0,GB,US,1,0
tx_00289,2026-08-15T07:30:00,acct_0112,33321.12,117.6,GB,GB,1,0
tx_00327,2026-08-15T09:32:00,acct_0042,3502.45,14.0,IN,IN,1,0
tx_00255,2026-08-15T11:54:00,acct_0087,57426.46,2.9,SG,SG,1,0
tx_00308,2026-08-15T11:54:00,acct_0121,4989.31,1279.1,US,US,5,0
tx_00101,2026-08-15T14:16:00,acct_0042,4999.76,2677.3,NG,NG,1,0
tx_00115,2026-08-15T14:36:00,acct_0134,31003.97,30.8,GB,GB,1,0
tx_00219,2026-08-15T18:19:00,acct_0067,358.12,3784.8,AE,AE,1,0
tx_00030,2026-08-15T20:13:00,acct_0100,28084.15,1171.1,GB,DE,1,0
tx_00307,2026-08-15T21:19:00,acct_0031,452.19,149.1,US,US,1,0
tx_00568,2026-08-15T22:19:00,acct_0002,50581.44,875.8,SG,SG,5,1
tx_00477,2026-08-15T22:52:00,acct_0041,4996.25,31.0,DE,DE,1,0
tx_00468,2026-08-15T23:04:00,acct_0029,19861.81,1428.2,US,US,1,1
tx_00395,2026-08-15T23:27:00,acct_0058,25985.28,18.1,IN,IN,1,0
tx_00210,2026-08-15T23:50:00,acct_0053,39066.64,1808.7,BR,BR,1,0
tx_00229,2026-08-16T01:36:00,acct_0057,45864.33,59.3,IN,IN,1,0
tx_00478,2026-08-16T01:39:00,acct_0089,115772.66,1931.1,DE,IN,1,0
tx_00037,2026-08-16T01:53:00,acct_0031,4527.52,37.5,AE,AE,1,0
tx_00498,2026-08-16T05:15:00,acct_0061,1680.06,612.7,US,US,1,0
tx_00152,2026-08-16T05:55:00,acct_0030,4582.37,3.2,US,US,1,1
tx_00454,2026-08-16T11:03:00,acct_0112,4396.03,698.5,SG,SG,1,0
tx_00554,2026-08-16T11:04:00,acct_0041,1621.03,2063.8,IN,IN,1,0
tx_00153,2026-08-16T12:55:00,acct_0007,2441.85,16.2,GB,GB,1,0
tx_00293,2026-08-16T13:13:00,acct_0085,4226.89,2439.7,IN,IN,1,0
tx_00103,2026-08-16T13:30:00,acct_0112,227248.39,3315.2,DE,DE,1,0
tx_00447,2026-08-16T14:11:00,acct_0129,143611.24,24.8,SG,SG,1,0
tx_00267,2026-08-16T14:14:00,acct_0062,1817.38,462.4,NG,NG,1,0
tx_00099,2026-08-16T18:24:00,acct_0116,4490.78,1638.6,US,US,1,0
tx_00069,2026-08-16T23:16:00,acct_0017,2610.65,1327.8,DE,DE,1,0
